Calibration_1,AccX_1,AccY_1,AccZ_1,Roll_1,Pitch_1,Yaw_1,QuatW_1,QuatX_1,QuatY_1,QuatZ_1,Calibration_2,AccX_2,AccY_2,AccZ_2,Roll_2,Pitch_2,Yaw_2,QuatW_2,QuatX_2,QuatY_2,QuatZ_2
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.81,357.31,41.38,-178.81,0.35,0.02,-0.94,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.94,-0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.44,-178.81,357.31,41.44,-178.81,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.38,41.44,-178.88,357.38,41.44,-178.88,0.35,0.02,-0.93,0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.75,357.31,41.38,-178.75,0.35,0.02,-0.94,-0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.31,41.38,-178.75,357.31,41.38,-178.75,0.35,0.02,-0.93,-0.0
0.0,0.0,10.25,9.31,0.0,10.25,9.31,0.99,-0.08,-0.09,0.0,0.0,357.38,41.5,-178.88,357.38,41.5,-178.88,0.35,0.02,-0.93,0.0
